fecha,dato
2022-08-16,19.93030
2022-08-17,20.03870
2022-08-18,20.08350
2022-08-19,20.19570
2022-08-22,20.15980
2022-08-23,19.99820
2022-08-24,19.91980
2022-08-25,19.94370
2022-08-26,19.92680
2022-08-29,19.99450
2022-08-30,20.14650
2022-08-31,20.09620
2022-09-01,20.24730
2022-09-02,19.97530
2022-09-05,19.96200
2022-09-06,20.13800
2022-09-07,20.02970
2022-09-08,20.02030
2022-09-09,19.90270
2022-09-12,19.79570
2022-09-13,20.05500
2022-09-14,19.97680
2022-09-15,20.05250
2022-09-19,19.99430
2022-09-20,20.00000
2022-09-21,20.00270
2022-09-22,19.96080
2022-09-23,20.16270
2022-09-26,20.35170
2022-09-27,20.35700
2022-09-28,20.30580
2022-09-29,20.19270
2022-09-30,20.09250
2022-10-03,20.00080
2022-10-04,19.96980
2022-10-05,20.12670
2022-10-06,20.10870
2022-10-07,20.05020
2022-10-10,19.97520
2022-10-11,19.96520
2022-10-12,20.03520
2022-10-13,20.03980
2022-10-14,20.08380
2022-10-17,19.99130
2022-10-18,20.02070
2022-10-19,20.12720
2022-10-20,20.04480
2022-10-21,19.96470
2022-10-24,19.95350
2022-10-25,19.87120
2022-10-26,19.85530
2022-10-27,19.83650
2022-10-28,19.83030
2022-10-31,19.82450
2022-11-01,19.74630
2022-11-03,19.66730
2022-11-04,19.52020
2022-11-07,19.46470
2022-11-08,19.47750
2022-11-09,19.58870
2022-11-10,19.39400
2022-11-11,19.53530
2022-11-14,19.40150
2022-11-15,19.38180
2022-11-16,19.31370
2022-11-17,19.43330
2022-11-18,19.49300
2022-11-22,19.46670
2022-11-23,19.36830
2022-11-24,19.36920
2022-11-25,19.33930
2022-11-28,19.32500
2022-11-29,19.21600
2022-11-30,19.39650
2022-12-01,19.14330
2022-12-02,19.34220
2022-12-05,19.75670
2022-12-06,19.80300
2022-12-07,19.69770
2022-12-08,19.67320
2022-12-09,19.81920
2022-12-13,19.64580
2022-12-14,19.69550
2022-12-15,19.79630
2022-12-16,19.79320
2022-12-19,19.75570
2022-12-20,19.74820
2022-12-21,19.69320
2022-12-22,19.57400
2022-12-23,19.42870
2022-12-26,19.39830
2022-12-27,19.44070
2022-12-28,19.41430
2022-12-29,19.36150
2022-12-30,19.47150
2023-01-02,19.48830
2023-01-03,19.42200
2023-01-04,19.35680
2023-01-05,19.36720
2023-01-06,19.17530
2023-01-09,19.16480
2023-01-10,19.11080
2023-01-11,19.02600
2023-01-12,18.87350
2023-01-13,18.79220
2023-01-16,18.79130
2023-01-17,18.74930
2023-01-18,18.74930
2023-01-19,19.03270
2023-01-20,18.92570
2023-01-23,18.82670
2023-01-24,18.83180
2023-01-25,18.82000
2023-01-26,18.83550
2023-01-27,18.78720
2023-01-30,18.77930
2023-01-31,18.79370
2023-02-01,18.73900
2023-02-02,18.62320
2023-02-03,18.88950
2023-02-07,19.05170
2023-02-08,18.94350
2023-02-09,18.95430
2023-02-10,18.68930
2023-02-13,18.63270
2023-02-14,18.53830
2023-02-15,18.64280
2023-02-16,18.54970
2023-02-17,18.41420
2023-02-20,18.39700
2023-02-21,18.39380
2023-02-22,18.34830
2023-02-23,18.41070
2023-02-24,18.40230
2023-02-27,18.40770
2023-02-28,18.34480
2023-03-01,18.17000
2023-03-02,18.12600
2023-03-03,18.01230
2023-03-06,18.01220
2023-03-07,18.11550
2023-03-08,17.96620
2023-03-09,18.05770
2023-03-10,18.40830
2023-03-13,18.83020
2023-03-14,18.64270
2023-03-15,18.99720
2023-03-16,18.90950
2023-03-17,18.89770
2023-03-21,18.67550
2023-03-22,18.54370
2023-03-23,18.49020
2023-03-24,18.51780
2023-03-27,18.38300
2023-03-28,18.25230
2023-03-29,18.10520
2023-03-30,18.09320
2023-03-31,18.04150
2023-04-03,18.10700
2023-04-04,18.11850
2023-04-05,18.33230
2023-04-10,18.17650
2023-04-11,18.18700
2023-04-12,18.06600
2023-04-13,18.01520
2023-04-14,18.06380
2023-04-17,18.08680
2023-04-18,18.06300
2023-04-19,18.04480
2023-04-20,18.00900
2023-04-21,17.99880
2023-04-24,18.00820
2023-04-25,18.08920
2023-04-26,18.10300
2023-04-27,18.07230
2023-04-28,17.99750
2023-05-02,18.03250
2023-05-03,17.90600
2023-05-04,17.95750
2023-05-05,17.78630
2023-05-08,17.82130
2023-05-09,17.76080
2023-05-10,17.58450
2023-05-11,17.62870
2023-05-12,17.61420
2023-05-15,17.53800
2023-05-16,17.46720
2023-05-17,17.58720
2023-05-18,17.73420
2023-05-19,17.69300
2023-05-22,17.86800
2023-05-23,17.96870
2023-05-24,17.81950
2023-05-25,17.82520
2023-05-26,17.67230
2023-05-29,17.56050
2023-05-30,17.65320
2023-05-31,17.74180
2023-06-01,17.56730
2023-06-02,17.50630
2023-06-05,17.47320
2023-06-06,17.41920
2023-06-07,17.36080
2023-06-08,17.40850
2023-06-09,17.28400
2023-06-12,17.31200
2023-06-13,17.21850
2023-06-14,17.12470
2023-06-15,17.17620
2023-06-16,17.07920
2023-06-19,17.09450
2023-06-20,17.20430
2023-06-21,17.15470
2023-06-22,17.17130
2023-06-23,17.17950
2023-06-26,17.14450
2023-06-27,17.10130
2023-06-28,17.07200
2023-06-29,17.11870
2023-06-30,17.13580
2023-07-03,17.05170
2023-07-04,17.02600
2023-07-05,17.00400
2023-07-06,17.28250
2023-07-07,17.10120
2023-07-10,17.06050
2023-07-11,17.07830
2023-07-12,16.85370
2023-07-13,16.89050
2023-07-14,16.78920
2023-07-17,16.78580
2023-07-18,16.74800
2023-07-19,16.76670
2023-07-20,16.84600
2023-07-21,16.93930
2023-07-24,16.83670
2023-07-25,16.90750
2023-07-26,16.88250
2023-07-27,16.73380
2023-07-28,16.68950
2023-07-31,16.73030
2023-08-01,16.85330
2023-08-02,17.01930
2023-08-03,17.28920
2023-08-04,17.05550
2023-08-07,17.06080
2023-08-08,17.11220
2023-08-09,17.07670
2023-08-10,16.95480
2023-08-11,17.00450
2023-08-14,17.06720
2023-08-15,17.13880
2023-08-16,17.07680
2023-08-17,17.12250
2023-08-18,17.04770
2023-08-21,17.02020
2023-08-22,16.92670
2023-08-23,16.80770
2023-08-24,16.80900
2023-08-25,16.77180
2023-08-28,16.74320
2023-08-29,16.84020
2023-08-30,16.74770
2023-08-31,16.91700
2023-09-01,17.11130
2023-09-04,17.17500
2023-09-05,17.34920
2023-09-06,17.58050
2023-09-07,17.55430
2023-09-08,17.57670
2023-09-11,17.38130
2023-09-12,17.25530
2023-09-13,17.12350
2023-09-14,17.10420
2023-09-15,17.08070
2023-09-18,17.13070
2023-09-19,17.08050
2023-09-20,17.02400
2023-09-21,17.16750
2023-09-22,17.15680
2023-09-25,17.37330
2023-09-26,17.47580
2023-09-27,17.72870
2023-09-28,17.61950
2023-09-29,17.41270
2023-10-02,17.59200
2023-10-03,17.90250
2023-10-04,18.01700
2023-10-05,18.24070
2023-10-06,18.18370
2023-10-09,18.34820
2023-10-10,17.99170
2023-10-11,17.84200
2023-10-12,17.91320
2023-10-13,18.03620
2023-10-16,17.95680
2023-10-17,17.90970
2023-10-18,18.24400
2023-10-19,18.28730
2023-10-20,18.23430
2023-10-23,18.12180
2023-10-24,18.28420
2023-10-25,18.31220
2023-10-26,18.21780
2023-10-27,18.07520
2023-10-30,18.06400
2023-10-31,18.03680
2023-11-01,17.93050
2023-11-03,17.41170
2023-11-06,17.53080
2023-11-07,17.50970
2023-11-08,17.50170
2023-11-09,17.48880
2023-11-10,17.74800
2023-11-13,17.61380
2023-11-14,17.39170
2023-11-15,17.33870
2023-11-16,17.27080
2023-11-17,17.21750
2023-11-21,17.21020
2023-11-22,17.21330
2023-11-23,17.17870
2023-11-24,17.12680
2023-11-27,17.15550
2023-11-28,17.13570
2023-11-29,17.18700
2023-11-30,17.37300
2023-12-01,17.21430
2023-12-04,17.40600
2023-12-05,17.42150
2023-12-06,17.26850
2023-12-07,17.41970
2023-12-08,17.36880
2023-12-11,17.44700
2023-12-13,17.39800
2023-12-14,17.29900
2023-12-15,17.19080
2023-12-18,17.22770
2023-12-19,17.06520
2023-12-20,17.06730
2023-12-21,17.05900
2023-12-22,16.97380
2023-12-26,16.97270
2023-12-27,16.92200
2023-12-28,16.89350
2023-12-29,16.91900
2024-01-02,17.02970
2024-01-03,17.04920
2024-01-04,17.04580
2024-01-05,16.89870
2024-01-08,16.81330
2024-01-09,16.93470
2024-01-10,16.99120
2024-01-11,16.98980
2024-01-12,16.85800
2024-01-15,16.89830
2024-01-16,17.15980
2024-01-17,17.29570
2024-01-18,17.19950
2024-01-19,17.13250
2024-01-22,17.11250
2024-01-23,17.35200
2024-01-24,17.16730
2024-01-25,17.23750
2024-01-26,17.16570
2024-01-29,17.23330
2024-01-30,17.19320
2024-01-31,17.16330
2024-02-01,17.13350
2024-02-02,17.14470
2024-02-06,17.03570
2024-02-07,17.03980
2024-02-08,17.10230
2024-02-09,17.08550
2024-02-12,17.06800
2024-02-13,17.19820
2024-02-14,17.11050
2024-02-15,17.06800
2024-02-16,17.06020
2024-02-19,17.05000
2024-02-20,17.04580
2024-02-21,17.06030
2024-02-22,17.12100
2024-02-23,17.12600
2024-02-26,17.12600
2024-02-27,17.06050
2024-02-28,17.09620
2024-02-29,17.06330
2024-03-01,17.02170
2024-03-04,16.98280
2024-03-05,16.92570
2024-03-06,16.87280
2024-03-07,16.87700
2024-03-08,16.79850
2024-03-11,16.80830
2024-03-12,16.82720
2024-03-13,16.71270
2024-03-14,16.69200
2024-03-15,16.71000
2024-03-19,16.85230
2024-03-20,16.75900
2024-03-21,16.76200
2024-03-22,16.73670
2024-03-25,16.70320
2024-03-26,16.67800
2024-03-27,16.53230
2024-04-01,16.65780
2024-04-02,16.56730
2024-04-03,16.54150
2024-04-04,16.51730
2024-04-05,16.47580
2024-04-08,16.33570
2024-04-09,16.39320
2024-04-10,16.48830
2024-04-11,16.45830
2024-04-12,16.66930
2024-04-15,16.68150
2024-04-16,17.02520
2024-04-17,16.99480
2024-04-18,17.11450
2024-04-19,17.21200
2024-04-22,17.12430
2024-04-23,16.99950
2024-04-24,17.10980
2024-04-25,17.18830
2024-04-26,17.15520
2024-04-29,17.02430
2024-04-30,17.09580
2024-05-02,16.93930
2024-05-03,17.00420
2024-05-06,16.89470
2024-05-07,16.90830
2024-05-08,16.90870
2024-05-09,16.86600
2024-05-10,16.76900
2024-05-13,16.80720
2024-05-14,16.84600
2024-05-15,16.67820
2024-05-16,16.68930
2024-05-17,16.62170
2024-05-20,16.56680
2024-05-21,16.61380
2024-05-22,16.64050
2024-05-23,16.69450
2024-05-24,16.70230
2024-05-27,16.65680
2024-05-28,16.74570
2024-05-29,16.95000
2024-05-30,16.93770
2024-05-31,17.01770
2024-06-03,17.63380
2024-06-04,17.86070
2024-06-05,17.55920
2024-06-06,17.53350
2024-06-07,18.26220
2024-06-10,18.38480
2024-06-11,18.44570
2024-06-12,18.78320
2024-06-13,18.53850
2024-06-14,18.45120
2024-06-17,18.52480
2024-06-18,18.41280
2024-06-19,18.42300
2024-06-20,18.40270
2024-06-21,18.18480
2024-06-24,17.96270
2024-06-25,18.13720
2024-06-26,18.22150
2024-06-27,18.37730
2024-06-28,18.24780
2024-07-01,18.38970
2024-07-02,18.24850
2024-07-03,18.13550
2024-07-04,18.09580
2024-07-05,18.09770
2024-07-08,18.00950
2024-07-09,17.94280
2024-07-10,17.82880
2024-07-11,17.81920
2024-07-12,17.65020
2024-07-15,17.78370
2024-07-16,17.67950
2024-07-17,17.74380
2024-07-18,17.89070
2024-07-19,17.99700
2024-07-22,17.91070
2024-07-23,18.09870
2024-07-24,18.34580
2024-07-25,18.38500
2024-07-26,18.44750
2024-07-29,18.68180
2024-07-30,18.79000
2024-07-31,18.59700
2024-08-01,18.70600
2024-08-02,19.04420
2024-08-05,19.39050
2024-08-06,19.33000
2024-08-07,19.18900
2024-08-08,19.09000
2024-08-09,18.83680
2024-08-12,19.03200
2024-08-13,19.03870
2024-08-14,18.84780
2024-08-15,18.65130
2024-08-16,18.62280
2024-08-19,18.73570
2024-08-20,18.94480
2024-08-21,19.25350
2024-08-22,19.42350
2024-08-23,19.07080
2024-08-26,19.38200
2024-08-27,19.66920
2024-08-28,19.60370
2024-08-29,19.81680
2024-08-30,19.65350
2024-09-02,19.79800
2024-09-03,19.83350
2024-09-04,19.84600
2024-09-05,20.00280
2024-09-06,20.01720
2024-09-09,19.87980
2024-09-10,20.05830
2024-09-11,19.83900
2024-09-12,19.58870
2024-09-13,19.24830
2024-09-17,19.26700
2024-09-18,19.30330
2024-09-19,19.27730
2024-09-20,19.37250
2024-09-23,19.41500
2024-09-24,19.35620
2024-09-25,19.58700
2024-09-26,19.62900
2024-09-27,19.66970
2024-09-30,19.64400
2024-10-02,19.38850
2024-10-03,19.46780
2024-10-04,19.21270
2024-10-07,19.33880
2024-10-08,19.35320
