"date","Tasa objetivo","Inflación","Inflación esperada","Tasa real ex-ante","Tasa real ex-post"
2022-10-22,9.25,7.99677419354839,5.27645161290323,3.97354838709677,1.25322580645161
2022-10-23,9.25,7.97709677419355,5.2658064516129,3.9841935483871,1.27290322580645
2022-10-24,9.25,7.95741935483871,5.25516129032258,3.99483870967742,1.29258064516129
2022-10-25,9.25,7.93774193548387,5.24451612903226,4.00548387096774,1.31225806451613
2022-10-26,9.25,7.91806451612903,5.23387096774194,4.01612903225806,1.33193548387097
2022-10-27,9.25,7.89838709677419,5.22322580645161,4.02677419354839,1.35161290322581
2022-10-28,9.25,7.87870967741936,5.21258064516129,4.03741935483871,1.37129032258064
2022-10-29,9.25,7.85903225806452,5.20193548387097,4.04806451612903,1.39096774193548
2022-10-30,9.25,7.83935483870968,5.19129032258065,4.05870967741935,1.41064516129032
2022-10-31,9.25,7.81967741935484,5.18064516129032,4.06935483870968,1.43032258064516
2022-11-01,9.25,7.8,5.17,4.08,1.45
2022-11-02,9.25,7.80066666666667,5.16688524590164,4.08311475409836,1.44933333333333
2022-11-03,9.25,7.80133333333333,5.16377049180328,4.08622950819672,1.44866666666667
2022-11-04,9.25,7.802,5.16065573770492,4.08934426229508,1.448
2022-11-05,9.25,7.80266666666667,5.15754098360656,4.09245901639344,1.44733333333333
2022-11-06,9.25,7.80333333333333,5.1544262295082,4.0955737704918,1.44666666666667
2022-11-07,9.25,7.804,5.15131147540984,4.09868852459016,1.446
2022-11-08,9.25,7.80466666666667,5.14819672131147,4.10180327868853,1.44533333333333
2022-11-09,9.25,7.80533333333333,5.14508196721312,4.10491803278688,1.44466666666667
2022-11-10,9.25,7.806,5.14196721311475,4.10803278688525,1.444
2022-11-11,10,7.80666666666667,5.13885245901639,4.86114754098361,2.19333333333333
2022-11-12,10,7.80733333333333,5.13573770491803,4.86426229508197,2.19266666666667
2022-11-13,10,7.808,5.13262295081967,4.86737704918033,2.192
2022-11-14,10,7.80866666666667,5.12950819672131,4.87049180327869,2.19133333333333
2022-11-15,10,7.80933333333333,5.12639344262295,4.87360655737705,2.19066666666667
2022-11-16,10,7.81,5.12327868852459,4.87672131147541,2.19
2022-11-17,10,7.81066666666667,5.12016393442623,4.87983606557377,2.18933333333333
2022-11-18,10,7.81133333333333,5.11704918032787,4.88295081967213,2.18866666666667
2022-11-19,10,7.812,5.11393442622951,4.88606557377049,2.188
2022-11-20,10,7.81266666666667,5.11081967213115,4.88918032786885,2.18733333333333
2022-11-21,10,7.81333333333333,5.10770491803279,4.89229508196721,2.18666666666667
2022-11-22,10,7.814,5.10459016393443,4.89540983606557,2.186
2022-11-23,10,7.81466666666667,5.10147540983607,4.89852459016393,2.18533333333333
2022-11-24,10,7.81533333333333,5.09836065573771,4.90163934426229,2.18466666666667
2022-11-25,10,7.816,5.09524590163934,4.90475409836066,2.184
2022-11-26,10,7.81666666666667,5.09213114754098,4.90786885245902,2.18333333333333
2022-11-27,10,7.81733333333333,5.08901639344262,4.91098360655738,2.18266666666667
2022-11-28,10,7.818,5.08590163934426,4.91409836065574,2.182
2022-11-29,10,7.81866666666667,5.0827868852459,4.9172131147541,2.18133333333333
2022-11-30,10,7.81933333333333,5.07967213114754,4.92032786885246,2.18066666666667
2022-12-01,10,7.82,5.07655737704918,4.92344262295082,2.18
2022-12-02,10,7.82290322580645,5.07344262295082,4.92655737704918,2.17709677419355
2022-12-03,10,7.8258064516129,5.07032786885246,4.92967213114754,2.1741935483871
2022-12-04,10,7.82870967741936,5.0672131147541,4.9327868852459,2.17129032258064
2022-12-05,10,7.83161290322581,5.06409836065574,4.93590163934426,2.16838709677419
2022-12-06,10,7.83451612903226,5.06098360655738,4.93901639344262,2.16548387096774
2022-12-07,10,7.83741935483871,5.05786885245902,4.94213114754098,2.16258064516129
2022-12-08,10,7.84032258064516,5.05475409836066,4.94524590163934,2.15967741935484
2022-12-09,10,7.84322580645161,5.05163934426229,4.94836065573771,2.15677419354839
2022-12-10,10,7.84612903225807,5.04852459016394,4.95147540983606,2.15387096774193
2022-12-11,10,7.84903225806452,5.04540983606557,4.95459016393443,2.15096774193548
2022-12-12,10,7.85193548387097,5.04229508196721,4.95770491803279,2.14806451612903
2022-12-13,10,7.85483870967742,5.03918032786885,4.96081967213115,2.14516129032258
2022-12-14,10,7.85774193548387,5.03606557377049,4.96393442622951,2.14225806451613
2022-12-15,10,7.86064516129032,5.03295081967213,4.96704918032787,2.13935483870968
2022-12-16,10.5,7.86354838709677,5.02983606557377,5.47016393442623,2.63645161290323
2022-12-17,10.5,7.86645161290323,5.02672131147541,5.47327868852459,2.63354838709677
2022-12-18,10.5,7.86935483870968,5.02360655737705,5.47639344262295,2.63064516129032
2022-12-19,10.5,7.87225806451613,5.02049180327869,5.47950819672131,2.62774193548387
2022-12-20,10.5,7.87516129032258,5.01737704918033,5.48262295081967,2.62483870967742
2022-12-21,10.5,7.87806451612903,5.01426229508197,5.48573770491803,2.62193548387097
2022-12-22,10.5,7.88096774193548,5.01114754098361,5.48885245901639,2.61903225806452
2022-12-23,10.5,7.88387096774194,5.00803278688525,5.49196721311475,2.61612903225806
2022-12-24,10.5,7.88677419354839,5.00491803278689,5.49508196721311,2.61322580645161
2022-12-25,10.5,7.88967741935484,5.00180327868853,5.49819672131147,2.61032258064516
2022-12-26,10.5,7.89258064516129,4.99868852459016,5.50131147540984,2.60741935483871
